200;;;;;
40.00;50.00;0.00;0.00;1236.00;0.00
45.00;68.00;10.00;0.00;1127.00;90.00
45.00;70.00;30.00;0.00;1125.00;90.00
42.00;66.00;10.00;0.00;1129.00;90.00
42.00;68.00;10.00;727.00;782.00;90.00
42.00;65.00;10.00;0.00;1130.00;90.00
40.00;69.00;20.00;621.00;702.00;90.00
40.00;66.00;20.00;0.00;1130.00;90.00
38.00;68.00;20.00;255.00;324.00;90.00
38.00;70.00;10.00;534.00;605.00;90.00
35.00;66.00;10.00;357.00;410.00;90.00
35.00;69.00;10.00;448.00;505.00;90.00
25.00;85.00;20.00;0.00;1107.00;90.00
22.00;75.00;30.00;30.00;92.00;90.00
22.00;85.00;10.00;0.00;1106.00;90.00
20.00;80.00;40.00;384.00;429.00;90.00
20.00;85.00;40.00;0.00;1105.00;90.00
18.00;75.00;20.00;99.00;148.00;90.00
15.00;75.00;20.00;0.00;1110.00;90.00
15.00;80.00;10.00;0.00;1106.00;90.00
30.00;50.00;10.00;0.00;1136.00;90.00
30.00;52.00;20.00;0.00;1135.00;90.00
28.00;52.00;20.00;812.00;883.00;90.00
28.00;55.00;10.00;732.00;777.00;90.00
25.00;50.00;10.00;0.00;1131.00;90.00
25.00;52.00;40.00;169.00;224.00;90.00
25.00;55.00;10.00;0.00;1130.00;90.00
23.00;52.00;10.00;261.00;316.00;90.00
23.00;55.00;20.00;0.00;1128.00;90.00
20.00;50.00;10.00;0.00;1126.00;90.00
20.00;55.00;10.00;449.00;504.00;90.00
10.00;35.00;20.00;0.00;1112.00;90.00
10.00;40.00;30.00;0.00;1114.00;90.00
8.00;40.00;40.00;87.00;158.00;90.00
8.00;45.00;20.00;0.00;1113.00;90.00
5.00;35.00;10.00;283.00;344.00;90.00
5.00;45.00;10.00;665.00;716.00;90.00
2.00;40.00;20.00;0.00;1106.00;90.00
0.00;40.00;30.00;479.00;522.00;90.00
0.00;45.00;20.00;567.00;624.00;90.00
35.00;30.00;10.00;264.00;321.00;90.00
35.00;32.00;10.00;166.00;235.00;90.00
33.00;32.00;20.00;68.00;149.00;90.00
33.00;35.00;10.00;0.00;1129.00;90.00
32.00;30.00;10.00;359.00;412.00;90.00
30.00;30.00;10.00;541.00;600.00;90.00
30.00;32.00;30.00;0.00;1125.00;90.00
30.00;35.00;10.00;0.00;1127.00;90.00
28.00;30.00;10.00;0.00;1122.00;90.00
28.00;35.00;10.00;1001.00;1066.00;90.00
26.00;32.00;10.00;0.00;1123.00;90.00
25.00;30.00;10.00;0.00;1121.00;90.00
25.00;35.00;10.00;0.00;1124.00;90.00
44.00;5.00;20.00;286.00;347.00;90.00
42.00;10.00;40.00;0.00;1105.00;90.00
42.00;15.00;10.00;95.00;158.00;90.00
40.00;5.00;30.00;385.00;436.00;90.00
40.00;15.00;40.00;0.00;1111.00;90.00
38.00;5.00;30.00;471.00;534.00;90.00
38.00;15.00;10.00;0.00;1110.00;90.00
35.00;5.00;20.00;0.00;1100.00;90.00
50.00;30.00;10.00;0.00;1123.00;90.00
50.00;35.00;20.00;262.00;317.00;90.00
50.00;40.00;50.00;0.00;1131.00;90.00
48.00;30.00;10.00;632.00;693.00;90.00
48.00;40.00;10.00;76.00;129.00;90.00
47.00;35.00;10.00;826.00;875.00;90.00
47.00;40.00;10.00;12.00;77.00;90.00
45.00;30.00;10.00;734.00;777.00;90.00
45.00;35.00;10.00;916.00;969.00;90.00
95.00;30.00;30.00;387.00;456.00;90.00
95.00;35.00;20.00;0.00;1088.00;90.00
53.00;30.00;10.00;0.00;1122.00;90.00
92.00;30.00;10.00;0.00;1090.00;90.00
53.00;35.00;50.00;353.00;412.00;90.00
45.00;65.00;20.00;0.00;1130.00;90.00
90.00;35.00;10.00;203.00;260.00;90.00
88.00;30.00;10.00;574.00;643.00;90.00
88.00;35.00;20.00;109.00;170.00;90.00
87.00;30.00;10.00;668.00;731.00;90.00
85.00;25.00;10.00;769.00;820.00;90.00
85.00;35.00;30.00;0.00;1098.00;90.00
75.00;55.00;20.00;0.00;1110.00;90.00
72.00;55.00;10.00;0.00;1113.00;90.00
70.00;58.00;20.00;458.00;523.00;90.00
68.00;60.00;30.00;0.00;1116.00;90.00
66.00;55.00;10.00;0.00;1119.00;90.00
65.00;55.00;20.00;85.00;144.00;90.00
65.00;60.00;30.00;645.00;708.00;90.00
63.00;58.00;10.00;0.00;1121.00;90.00
60.00;55.00;10.00;0.00;1125.00;90.00
60.00;60.00;10.00;0.00;1123.00;90.00
67.00;85.00;20.00;368.00;441.00;90.00
65.00;85.00;40.00;475.00;518.00;90.00
65.00;82.00;10.00;0.00;1105.00;90.00
62.00;80.00;30.00;0.00;1108.00;90.00
60.00;80.00;10.00;0.00;1109.00;90.00
60.00;85.00;30.00;0.00;1105.00;90.00
58.00;75.00;20.00;0.00;1115.00;90.00
55.00;80.00;10.00;743.00;820.00;90.00
55.00;85.00;20.00;647.00;726.00;90.00
