200;;;;;
35.00;35.00;0.00;0.00;230.00;0.00
41.00;49.00;10.00;130.00;201.00;10.00
35.00;17.00;7.00;20.00;89.00;10.00
55.00;45.00;13.00;106.00;135.00;10.00
55.00;20.00;19.00;71.00;195.00;10.00
15.00;30.00;26.00;20.00;107.00;10.00
25.00;30.00;3.00;54.00;153.00;10.00
20.00;50.00;5.00;66.00;105.00;10.00
10.00;43.00;9.00;61.00;138.00;10.00
55.00;60.00;16.00;53.00;150.00;10.00
30.00;60.00;16.00;101.00;156.00;10.00
20.00;65.00;12.00;33.00;152.00;10.00
50.00;35.00;19.00;38.00;97.00;10.00
30.00;25.00;23.00;70.00;208.00;10.00
15.00;10.00;20.00;32.00;137.00;10.00
30.00;5.00;8.00;30.00;154.00;10.00
10.00;20.00;19.00;54.00;105.00;10.00
5.00;30.00;2.00;51.00;189.00;10.00
20.00;40.00;12.00;77.00;106.00;10.00
15.00;60.00;17.00;53.00;108.00;10.00
45.00;65.00;9.00;109.00;152.00;10.00
45.00;20.00;11.00;37.00;96.00;10.00
45.00;10.00;18.00;59.00;144.00;10.00
55.00;5.00;29.00;36.00;155.00;10.00
65.00;35.00;3.00;118.00;190.00;10.00
65.00;20.00;6.00;47.00;186.00;10.00
45.00;30.00;17.00;117.00;156.00;10.00
35.00;40.00;16.00;5.00;156.00;10.00
41.00;37.00;16.00;8.00;79.00;10.00
64.00;42.00;9.00;37.00;98.00;10.00
40.00;60.00;21.00;28.00;123.00;10.00
31.00;52.00;27.00;24.00;85.00;10.00
35.00;69.00;23.00;116.00;175.00;10.00
53.00;52.00;11.00;24.00;179.00;10.00
65.00;55.00;14.00;100.00;143.00;10.00
63.00;65.00;8.00;50.00;178.00;10.00
2.00;60.00;5.00;41.00;178.00;10.00
20.00;20.00;8.00;117.00;160.00;10.00
5.00;5.00;16.00;42.00;145.00;10.00
60.00;12.00;31.00;33.00;186.00;10.00
40.00;25.00;9.00;51.00;128.00;10.00
42.00;7.00;5.00;44.00;159.00;10.00
24.00;12.00;5.00;25.00;172.00;10.00
23.00;3.00;7.00;115.00;158.00;10.00
11.00;14.00;18.00;31.00;138.00;10.00
6.00;38.00;16.00;29.00;189.00;10.00
2.00;48.00;1.00;93.00;150.00;10.00
8.00;56.00;27.00;34.00;116.00;10.00
13.00;52.00;36.00;125.00;192.00;10.00
6.00;68.00;30.00;93.00;132.00;10.00
47.00;47.00;13.00;105.00;152.00;10.00
49.00;58.00;10.00;66.00;119.00;10.00
27.00;43.00;9.00;25.00;88.00;10.00
37.00;31.00;14.00;62.00;137.00;10.00
57.00;29.00;18.00;121.00;168.00;10.00
63.00;23.00;2.00;70.00;189.00;10.00
53.00;12.00;6.00;81.00;188.00;10.00
32.00;12.00;7.00;78.00;133.00;10.00
36.00;26.00;18.00;79.00;210.00;10.00
21.00;24.00;28.00;17.00;123.00;10.00
17.00;34.00;3.00;130.00;201.00;10.00
12.00;24.00;13.00;59.00;102.00;10.00
24.00;58.00;19.00;25.00;164.00;10.00
27.00;69.00;10.00;34.00;112.00;10.00
15.00;77.00;9.00;46.00;165.00;10.00
62.00;77.00;20.00;49.00;170.00;10.00
49.00;73.00;25.00;77.00;179.00;10.00
67.00;5.00;25.00;43.00;150.00;10.00
56.00;39.00;36.00;82.00;198.00;10.00
37.00;47.00;6.00;12.00;142.00;10.00
37.00;56.00;5.00;21.00;198.00;10.00
57.00;68.00;15.00;57.00;106.00;10.00
47.00;16.00;25.00;22.00;110.00;10.00
44.00;17.00;9.00;60.00;105.00;10.00
46.00;13.00;8.00;73.00;195.00;10.00
49.00;11.00;18.00;46.00;101.00;10.00
49.00;42.00;13.00;36.00;119.00;10.00
53.00;43.00;14.00;65.00;200.00;10.00
61.00;52.00;3.00;43.00;158.00;10.00
57.00;48.00;23.00;58.00;135.00;10.00
56.00;37.00;6.00;69.00;198.00;10.00
55.00;54.00;26.00;87.00;110.00;10.00
15.00;47.00;16.00;28.00;91.00;10.00
14.00;37.00;11.00;21.00;97.00;10.00
11.00;31.00;7.00;68.00;143.00;10.00
16.00;22.00;41.00;74.00;117.00;10.00
4.00;18.00;35.00;79.00;118.00;10.00
28.00;18.00;26.00;84.00;111.00;10.00
26.00;52.00;9.00;24.00;133.00;10.00
26.00;35.00;15.00;128.00;211.00;10.00
31.00;67.00;3.00;76.00;123.00;10.00
15.00;19.00;1.00;130.00;194.00;10.00
22.00;22.00;2.00;18.00;181.00;10.00
18.00;24.00;22.00;41.00;199.00;10.00
26.00;27.00;27.00;88.00;121.00;10.00
25.00;24.00;20.00;14.00;83.00;10.00
22.00;27.00;11.00;119.00;160.00;10.00
25.00;21.00;12.00;122.00;153.00;10.00
19.00;21.00;10.00;32.00;93.00;10.00
20.00;26.00;9.00;38.00;137.00;10.00
18.00;18.00;17.00;28.00;195.00;10.00
