1000;;;;;
40.00;50.00;0.00;0.00;960.00;0.00
25.00;85.00;20.00;0.00;911.00;10.00
22.00;75.00;30.00;0.00;919.00;10.00
22.00;85.00;10.00;0.00;910.00;10.00
20.00;80.00;40.00;644.00;764.00;10.00
20.00;85.00;20.00;0.00;909.00;10.00
18.00;75.00;20.00;0.00;916.00;10.00
15.00;75.00;20.00;0.00;914.00;10.00
15.00;80.00;10.00;367.00;487.00;10.00
10.00;35.00;20.00;371.00;491.00;10.00
10.00;40.00;30.00;0.00;918.00;10.00
8.00;40.00;40.00;195.00;315.00;10.00
8.00;45.00;20.00;0.00;917.00;10.00
5.00;35.00;10.00;653.00;773.00;10.00
5.00;45.00;10.00;0.00;914.00;10.00
2.00;40.00;20.00;174.00;294.00;10.00
0.00;40.00;20.00;0.00;908.00;10.00
0.00;45.00;20.00;0.00;909.00;10.00
44.00;5.00;20.00;0.00;904.00;10.00
42.00;10.00;40.00;0.00;909.00;10.00
42.00;15.00;10.00;0.00;914.00;10.00
40.00;5.00;10.00;0.00;905.00;10.00
40.00;15.00;40.00;0.00;915.00;10.00
38.00;5.00;30.00;201.00;321.00;10.00
38.00;15.00;10.00;0.00;914.00;10.00
35.00;5.00;20.00;784.00;904.00;10.00
95.00;30.00;30.00;0.00;891.00;10.00
95.00;35.00;20.00;0.00;892.00;10.00
92.00;30.00;10.00;0.00;894.00;10.00
90.00;35.00;10.00;0.00;897.00;10.00
88.00;30.00;10.00;0.00;898.00;10.00
88.00;35.00;20.00;0.00;899.00;10.00
87.00;30.00;10.00;0.00;898.00;10.00
85.00;25.00;10.00;0.00;898.00;10.00
85.00;35.00;30.00;0.00;902.00;10.00
67.00;85.00;20.00;0.00;905.00;10.00
65.00;85.00;40.00;0.00;906.00;10.00
65.00;82.00;10.00;0.00;909.00;10.00
62.00;80.00;30.00;278.00;398.00;10.00
60.00;80.00;10.00;0.00;913.00;10.00
60.00;85.00;30.00;0.00;909.00;10.00
58.00;75.00;20.00;0.00;919.00;10.00
55.00;80.00;10.00;0.00;916.00;10.00
55.00;85.00;20.00;0.00;911.00;10.00
55.00;82.00;10.00;217.00;337.00;10.00
20.00;82.00;10.00;0.00;912.00;10.00
18.00;80.00;10.00;0.00;912.00;10.00
2.00;45.00;10.00;0.00;911.00;10.00
42.00;5.00;10.00;0.00;904.00;10.00
42.00;12.00;10.00;0.00;911.00;10.00
72.00;35.00;30.00;0.00;914.00;10.00
55.00;20.00;19.00;0.00;916.00;10.00
25.00;30.00;3.00;0.00;925.00;10.00
20.00;50.00;5.00;375.00;495.00;10.00
55.00;60.00;16.00;0.00;931.00;10.00
30.00;60.00;16.00;599.00;719.00;10.00
50.00;35.00;19.00;0.00;931.00;10.00
30.00;25.00;23.00;0.00;923.00;10.00
15.00;10.00;20.00;782.00;902.00;10.00
10.00;20.00;19.00;0.00;907.00;10.00
15.00;60.00;17.00;0.00;923.00;10.00
45.00;65.00;9.00;0.00;934.00;10.00
65.00;35.00;3.00;167.00;287.00;10.00
65.00;20.00;6.00;0.00;910.00;10.00
45.00;30.00;17.00;0.00;929.00;10.00
35.00;40.00;16.00;0.00;938.00;10.00
41.00;37.00;16.00;0.00;936.00;10.00
64.00;42.00;9.00;268.00;388.00;10.00
40.00;60.00;21.00;0.00;940.00;10.00
31.00;52.00;27.00;157.00;277.00;10.00
35.00;69.00;23.00;0.00;930.00;10.00
65.00;55.00;14.00;0.00;924.00;10.00
63.00;65.00;8.00;0.00;922.00;10.00
2.00;60.00;5.00;0.00;910.00;10.00
20.00;20.00;8.00;645.00;765.00;10.00
5.00;5.00;16.00;0.00;892.00;10.00
60.00;12.00;31.00;268.00;388.00;10.00
23.00;3.00;7.00;764.00;884.00;10.00
8.00;56.00;27.00;0.00;917.00;10.00
6.00;68.00;30.00;352.00;472.00;10.00
47.00;47.00;13.00;0.00;942.00;10.00
49.00;58.00;10.00;0.00;937.00;10.00
27.00;43.00;9.00;0.00;935.00;10.00
37.00;31.00;14.00;0.00;930.00;10.00
57.00;29.00;18.00;395.00;515.00;10.00
63.00;23.00;2.00;0.00;914.00;10.00
21.00;24.00;28.00;0.00;917.00;10.00
12.00;24.00;13.00;359.00;479.00;10.00
24.00;58.00;19.00;0.00;932.00;10.00
67.00;5.00;25.00;0.00;897.00;10.00
37.00;47.00;6.00;0.00;945.00;10.00
49.00;42.00;13.00;0.00;937.00;10.00
53.00;43.00;14.00;14.00;134.00;10.00
61.00;52.00;3.00;0.00;928.00;10.00
57.00;48.00;23.00;0.00;932.00;10.00
56.00;37.00;6.00;0.00;929.00;10.00
55.00;54.00;26.00;0.00;934.00;10.00
4.00;18.00;35.00;0.00;901.00;10.00
26.00;52.00;9.00;0.00;935.00;10.00
26.00;35.00;15.00;308.00;428.00;10.00
31.00;67.00;3.00;810.00;930.00;10.00
